PROD_NO,PR_BATCHNO,EXPIRY,T_RATE,PUR_RATE,MRP,RATE,STKKEY,CL_STK,PUR_AC,SGST,CGST,IGST,PUR_DATE,BILL_NO,PUR_VOUNO,PUR_VOUTYP,PUR_VSERIS
   6574,D060242311,06/26,19.0,19.0,69.86,22.32,869,0,,6.0,6.0,12.0,2025-01-24,A000113,422,PR1,2425
   6575,23GLP02,06/25,3600.0,3600.0,9283.0,4107.14,873,0,,6.0,6.0,12.0,2025-01-25,CCB25003,425,PR1,2425
   6547,OL0809,08/26,1650.0,1650.0,12000.0,2110.58,874,0,,6.0,6.0,12.0,2025-01-25,CCB25069,426,PR1,2425
   6347,24334,09/27,17.0,17.0,28.25,18.0,875,0,,6.0,6.0,12.0,2025-01-24,PCM/13694,420,PR1,2425
   6199,B400565,09/27,7200.0,7200.0,40754.2,8214.28,879,0,,6.0,6.0,0.0,2025-01-26,NCC/72765,428,PR1,2425
   6199,B400024,11/26,5625.0,5625.0,40754.2,8214.28,881,0,,6.0,6.0,0.0,2025-01-27,TP/24-25/632,430,PR1,2425
   6319,BBA24013,07/26,34.51,33.13,48.31,35.0,884,0,,6.0,6.0,0.0,2025-01-27,CASH898238,432,PR1,2425
   3932,393174,08/25,494.96,494.96,1773.0,517.86,885,0,,6.0,6.0,0.0,2025-01-28,2425CCB12011,433,PR1,2425
   6578,258T2434,08/26,289.29,241.07,405.0,289.29,887,0,,6.0,6.0,12.0,2025-01-28,CASH101600,434,PR1,2425
   4907,IDTLD1403,05/26,920.0,920.0,8800.0,1651.0,888,0,,6.0,6.0,0.0,2025-01-29,NCC/80186,435,PR1,2425
   2894,4480195,08/27,130.0,130.0,1299.17,178.0,890,0,,6.0,6.0,0.0,2025-01-29,NCC/80186,435,PR1,2425
   6579,L24E-5B,04/26,15.4,15.4,56.5,23.81,892,0,,2.5,2.5,5.0,2025-01-31,S/238,437,PR1,2425
   6401,8LV2L176,06/26,103.08,93.8,144.3,103.08,893,0,,6.0,6.0,12.0,2025-02-01,AM/40457/24-25,438,PR1,2425
   6579,L24E-5B,04/26,15.4,15.4,56.5,23.81,894,0,,2.5,2.5,5.0,2025-02-01,S/247,439,PR1,2425
   6574,D060242311,06/26,19.0,19.0,69.86,22.32,895,0,,6.0,6.0,12.0,2025-02-01,A000115,440,PR1,2425
   6580,DPNH1413,07/26,10.0,10.0,56.5,11.5,896,0,,6.0,6.0,12.0,2025-02-01,A000115,440,PR1,2425
   6199,B400565,09/27,7200.0,7200.0,40754.2,8214.28,897,0,,6.0,6.0,0.0,2025-02-03,NCC/81585,441,PR1,2425
   6583,24DK12G,10/26,16.99,16.99,69.8,22.0,901,0,,6.0,6.0,12.0,2025-02-03,N/1696,442,PR1,2425
   3930,394057,10/25,760.0,760.0,2230.0,800.0,905,0,,6.0,6.0,0.0,2025-02-04,2425CCB12306,444,PR1,2425
   2699,OL23180,11/25,135.0,135.0,2511.0,320.0,906,0,,2.5,2.5,0.0,2025-02-04,CR/3712,445,PR1,2425
   5157,PMLH23A06A,07/25,250.0,250.0,1324.0,442.0,907,0,,6.0,6.0,0.0,2025-02-04,NCC/81833,446,PR1,2425
   5158,PMLH23B09A,07/25,750.0,750.0,3598.0,964.28,908,0,,6.0,6.0,0.0,2025-02-04,NCC/81833,446,PR1,2425
   2701,AT24090A,01/27,140.0,140.0,1262.0,180.0,909,0,,6.0,6.0,0.0,2025-02-05,NCC/82122,447,PR1,2425
   6199,B400565,09/27,5625.0,5625.0,40754.2,8214.28,910,0,,6.0,6.0,0.0,2025-02-05,PENDINGTEJASVI01,448,PR1,2425
   6457,D140477,08/26,29.0,29.0,448.0,38.39,913,0,,6.0,6.0,12.0,2025-02-06,S/279,450,PR1,2425
   1437,4GG0084,01/26,1096.0,1096.0,4290.0,1349.0,914,0,,6.0,6.0,0.0,2025-02-06,S/283,451,PR1,2425
   6555,ALK24013SR,03/26,6.8,6.8,11.4,7.2,915,0,,6.0,6.0,12.0,2025-02-07,PCM/14416,452,PR1,2425
     31,J51,07/25,820.0,820.0,2444.0,949.25,918,0,,2.5,2.5,0.0,2025-02-08,PCM/14473,455,PR1,2425
   4775,ILBLA2407A,10/26,55.0,55.0,223.91,78.15,920,0,,6.0,6.0,0.0,2025-02-10,PCM/14564,457,PR1,2425
   1773,V2401389,05/26,398.0,398.0,632.0,430.0,921,0,,6.0,6.0,0.0,2025-02-10,PCM/14581,458,PR1,2425
   4105,BCII2420XD,12/25,250.0,250.0,396.5,254.46,922,0,,6.0,6.0,0.0,2025-02-10,NCC/83851,459,PR1,2425
   2383,05241394,08/26,185.0,185.0,1314.0,223.21,923,0,,6.0,6.0,0.0,2025-02-10,NCC/83841,460,PR1,2425
   4092,BBZL2409ZC,05/26,850.0,850.0,3236.46,1030.0,924,0,,6.0,6.0,0.0,2025-02-10,NCC/83841,460,PR1,2425
   4646,BDRL2401YJ,12/25,190.0,190.0,1403.0,207.14,927,0,,6.0,6.0,0.0,2025-02-11,CCB26472,463,PR1,2425
   6590,B95X140,09/26,171.33,171.33,239.85,172.35,929,0,,6.0,6.0,12.0,2025-02-12,CASH339451,464,PR1,2425
   6263,24510649,09/26,295.5,277.77,413.68,309.75,931,0,,6.0,6.0,0.0,2025-02-12,AM/42421/24-25,465,PR1,2425
   3921,36195,09/26,169.5,169.5,315.0,180.95,932,0,,2.5,2.5,0.0,2025-02-13,2425CCB12658,466,PR1,2425
   4982,IACND1448,09/27,35.0,35.0,132.32,44.64,936,0,,6.0,6.0,0.0,2025-02-13,PCM/14731,468,PR1,2425
   6594,B240916D,08/26,24.0,24.0,309.0,32.14,938,0,,6.0,6.0,12.0,2025-02-14,CR/3879,470,PR1,2425
   6595,D1282402A,03/26,110.0,110.0,950.0,134.54,939,0,,6.0,6.0,12.0,2025-02-17,PCM/14932,471,PR1,2425
   2368,74240038,06/26,56.5,56.5,214.53,65.0,940,0,,6.0,6.0,0.0,2025-02-17,S/342,472,PR1,2425
   6596,V510043,03/26,33.23,33.23,99.0,45.0,941,0,,6.0,6.0,12.0,2025-02-17,S/342,472,PR1,2425
   4907,IDTLD1401,12/25,1110.0,1110.0,8800.0,1651.0,943,0,,6.0,6.0,0.0,2025-02-18,A/34732,474,PR1,2425
   2368,74240052,07/26,49.0,49.0,214.53,65.0,945,0,,6.0,6.0,0.0,2025-02-18,PCM/14951,476,PR1,2425
   1870,132411E19,08/26,22900.0,22900.0,56436.45,26000.0,946,0,,6.0,6.0,0.0,2025-02-18,PCM/14824,477,PR1,2425
   6596,V510043,03/26,35.0,35.0,99.0,45.0,947,0,,6.0,6.0,12.0,2025-02-18,2425CCB12879,478,PR1,2425
   3872,1940038,07/26,450.0,450.0,1463.0,585.0,948,0,,6.0,6.0,0.0,2025-02-19,NCC/86191,479,PR1,2425
   2812,24030103,08/27,7500.0,7500.0,51810.0,8785.71,949,0,,2.5,2.5,0.0,2025-02-20,PCM/15069,480,PR1,2425
   6545,ADA2407CPB,08/26,510.0,510.0,891.0,535.0,950,0,,6.0,6.0,12.0,2025-02-21,PCM/15102,481,PR1,2425
   6546,ADA2304CPC,09/25,1350.0,1350.0,2673.0,1430.0,951,0,,6.0,6.0,12.0,2025-02-21,PCM/15101,482,PR1,2425
   1178,23HCP10,07/25,49.0,49.0,137.5,50.0,952,0,,2.5,2.5,0.0,2025-02-21,S/359,483,PR1,2425
   2368,74240043,06/26,49.0,49.0,214.53,65.0,957,0,,6.0,6.0,0.0,2025-02-21,PCM/15134,487,PR1,2425
   2368,74240052,07/26,49.0,49.0,214.53,65.0,958,0,,6.0,6.0,0.0,2025-02-21,PCM/15134,487,PR1,2425
    127,74240075,08/26,80.0,80.0,447.34,95.55,959,0,,6.0,6.0,0.0,2025-02-21,PCM/15135,488,PR1,2425
   6595,D1282402A,03/26,115.0,115.0,950.0,134.54,960,0,,6.0,6.0,12.0,2025-02-21,CR/3971,489,PR1,2425
   6598,MCN24101,09/26,107.0,107.0,150.0,111.0,961,0,,6.0,6.0,12.0,2025-02-21,S/364,490,PR1,2425
   6199,B400628,10/27,7200.0,7200.0,40754.2,8214.28,962,0,,6.0,6.0,0.0,2025-02-22,NCC/87129,491,PR1,2425
   6542,FAL100924,10/27,4250.0,4250.0,8892.0,4500.0,963,0,,2.5,2.5,5.0,2025-02-22,S/369,492,PR1,2425
   4092,BBZL2402ZA,01/26,900.0,900.0,3236.46,1030.0,964,0,,6.0,6.0,0.0,2025-02-22,S370,493,PR1,2425
   5203,HAF2333B,09/26,3600.0,3600.0,7117.0,3800.0,965,0,,6.0,6.0,0.0,2025-02-22,NCC/87333,494,PR1,2425
    230,IHEPB1482,05/26,130.0,130.0,335.77,138.0,967,0,,6.0,6.0,0.0,2025-02-22,PCM/15195,496,PR1,2425
    429,M11512405A,06/26,5700.0,5700.0,8625.0,5815.0,968,0,,6.0,6.0,0.0,2025-02-24,NCC/86496,497,PR1,2425
   2894,4480201,10/27,130.0,130.0,1299.17,132.5,969,0,,6.0,6.0,0.0,2025-02-24,NCC/86496,497,PR1,2425
   2812,24030101,08/27,6200.0,6200.0,51810.0,8785.71,975,0,,2.5,2.5,0.0,2025-02-24,TP/24-25/716,500,PR1,2425
   6223,B400160,01/26,6100.0,6100.0,59995.0,9500.0,976,0,,2.5,2.5,0.0,2025-02-24,TP/24-25/716,500,PR1,2425
    261,B400608,10/27,5982.15,5982.15,40754.2,7232.0,980,0,,6.0,6.0,0.0,2025-02-24,TP/24-25/722,504,PR1,2425
    456,M11022312B,09/25,1600.0,1600.0,3290.0,1605.0,982,0,,6.0,6.0,0.0,2025-02-24,NCC/87006,506,PR1,2425
   1740,N240409B,06/27,795.6,795.6,3321.25,798.0,983,0,,6.0,6.0,0.0,2025-02-24,NCC/87006,506,PR1,2425
   2693,RA2332A,09/26,1750.0,1750.0,8100.0,1875.0,985,0,,6.0,6.0,0.0,2025-02-25,PCM15315,507,PR1,2425
   2694,RB2364A,10/26,6100.0,6100.0,35826.5,7455.36,986,0,,6.0,6.0,0.0,2025-02-25,PCM15315,507,PR1,2425
    456,M11022412B,10/26,1750.0,1750.0,3290.0,1804.2,987,0,,6.0,6.0,0.0,2025-02-25,PCM/15322,508,PR1,2425
   6542,24ALB1006,11/26,4250.0,4250.0,8892.0,5714.29,988,0,,2.5,2.5,5.0,2025-02-25,S380,509,PR1,2425
   1179,VCI2406AC,03/26,36.38,36.38,60.25,42.86,990,0,,2.5,2.5,0.0,2025-02-25,S/385,511,PR1,2425
   3556,ALA2402EPA,06/26,550.0,550.0,1600.0,680.0,991,0,,2.5,2.5,0.0,2025-02-25,CCB27214,512,PR1,2425
   6497,62416,05/25,59.0,59.0,79.3,61.0,994,0,,6.0,6.0,12.0,2025-02-26,2425CCB13182,515,PR1,2425
   6498,1331166,07/25,285.8,285.8,396.4,287.0,995,0,,6.0,6.0,12.0,2025-02-26,2425CCB13182,515,PR1,2425
   3948,304119,10/26,173.5,173.5,418.0,207.14,996,0,,6.0,6.0,0.0,2025-02-26,2425CCB13182,515,PR1,2425
   6563,OI0778,10/26,1600.0,1600.0,4070.0,1800.0,997,0,,2.5,2.5,5.0,2025-03-03,PORTERPENDING,516,PR1,2425
   6564,OI0754,08/26,3900.0,3900.0,9460.0,4523.0,998,0,,2.5,2.5,5.0,2025-03-03,PORTERPENDING,516,PR1,2425
   1178,23HCP10,07/25,49.0,49.0,137.5,50.0,1000,0,,2.5,2.5,0.0,2025-03-04,S/424,518,PR1,2425
   6559,OL0560,10/25,25.2,25.2,41.8,35.71,1001,0,,2.5,2.5,5.0,2025-03-04,S/424,518,PR1,2425
   6583,24DK12G,10/26,16.99,16.99,69.8,22.0,1005,0,,6.0,6.0,12.0,2025-02-27,N/1889,517,PR1,2425
   6582,L-24J-9E,09/,16.99,16.99,113.0,38.81,1006,0,,2.5,2.5,5.0,2025-03-03,N/1889,517,PR1,2425
   6606,ERO224053,11/26,5.49,5.49,39.99,7.0,1007,0,,6.0,6.0,12.0,2025-03-03,N/1918,519,PR1,2425
   3359,4551022EA,04/27,3600.0,3600.0,6267.15,3800.0,1008,0,,6.0,6.0,0.0,2025-03-04,NCC/90146,520,PR1,2425
   6611,24LI03G,02/26,14.99,14.99,299.0,125.0,1017,0,,6.0,6.0,12.0,2025-03-06,N/1930,523,PR1,2425
    456,M11022412B,10/26,1600.0,1600.0,3290.0,1804.2,1018,0,,6.0,6.0,0.0,2025-03-05,NCC/90536,524,PR1,2425
   6594,B240916D,08/26,24.0,24.0,309.0,32.14,1019,0,,6.0,6.0,12.0,2025-03-06,CR/4132,525,PR1,2425
   6611,24LI03G,02/26,14.99,14.99,299.0,125.0,1021,0,,6.0,6.0,12.0,2025-03-07,N/1939,526,PR1,2425
   6595,D1282402A,03/26,115.0,115.0,950.0,134.54,1028,0,,6.0,6.0,12.0,2025-03-08,CR/4163,528,PR1,2425
   4104,BCII2402ZA,12/25,70.0,70.0,111.0,75.0,1029,0,,6.0,6.0,0.0,2025-03-08,NCC/91289,529,PR1,2425
   4151,LY072422B,08/26,190.0,190.0,5300.0,190.25,1030,0,,6.0,6.0,12.0,2025-03-08,NCC/91275,530,PR1,2425
   2333,7A240005,07/26,105.0,105.0,1720.0,105.25,1031,0,,6.0,6.0,12.0,2025-03-08,NCC/91275,530,PR1,2425
   6613,4SD0052,06/27,49.9,41.58,69.72,49.9,1032,0,,6.0,6.0,12.0,2025-03-08,AM/46345/24-25,531,PR1,2425
   6614,KAW2402,00/00,26.0,26.0,299.0,26.05,1033,0,,9.0,9.0,18.0,2025-03-08,18722,532,PR1,2425
   6292,1124024L,10/29,22.0,22.0,77.0,35.0,1034,0,,6.0,6.0,0.0,2025-03-08,18722,532,PR1,2425
   6615,RCARE,00/00,190.0,190.0,1150.0,210.0,1035,0,,6.0,6.0,12.0,2025-03-08,18722,532,PR1,2425
   6616,010125,00/00,230.0,230.0,410.0,250.0,1036,0,,6.0,6.0,12.0,2025-03-08,18722,532,PR1,2425
   6617,PG0012,12/27,110.0,110.0,450.0,130.0,1037,0,,6.0,6.0,12.0,2025-03-08,18726,533,PR1,2425
   2927,BATCH003,10/26,4800.0,4800.0,20000.0,5400.0,1038,0,,6.0,6.0,0.0,2025-03-10,NCC/91433,534,PR1,2425
   6618,ERO424049,11/26,5.49,5.49,26.63,7.0,1039,0,,6.0,6.0,12.0,2025-02-27,N/1889,517,PR1,2425
   3548,X027678,04/26,2992.0,2992.0,3927.0,3123.0,1040,0,,2.5,2.5,0.0,2025-03-10,PCM/16013,535,PR1,2425
   2374,AB240473A,10/26,220.0,220.0,6170.0,220.5,1042,0,,6.0,6.0,0.0,2025-03-10,PCM/16046,536,PR1,2425
   4937,ILCVB1433,09/26,45.0,45.0,358.6,62.0,1043,0,,2.5,2.5,0.0,2025-03-11,PCM/16094,537,PR1,2425
   2459,AC37B481AB,08/27,1171.43,1171.43,1538.0,1172.72,1045,0,,2.5,2.5,0.0,2025-03-12,PCM/16142,539,PR1,2425
   6622,E2401930,07/26,41.25,41.25,57.75,42.0,1051,0,,6.0,6.0,12.0,2025-03-12,CASH374333,541,PR1,2425
   6623,GCTB24007,11/26,151.15,151.15,211.6,152.0,1052,0,,6.0,6.0,12.0,2025-03-12,CASH374333,541,PR1,2425
   1148,CBT2414BC,08/26,1300.0,1300.0,2432.0,1450.0,1053,0,,2.5,2.5,0.0,2025-03-12,NCC/92589,542,PR1,2425
   2082,87240333AA,07/26,609.0,609.0,992.0,620.0,1057,0,,6.0,6.0,0.0,2025-03-13,CR/4245,544,PR1,2425
   2083,87240184AA,04/26,1575.0,1575.0,2978.0,1595.0,1058,0,,6.0,6.0,0.0,2025-03-13,CR/4245,544,PR1,2425
   4907,IDTLD1406,12/25,1050.0,1050.0,8800.0,1651.0,1059,0,,6.0,6.0,0.0,2025-03-13,PCM/16229,545,PR1,2425
   6583,24DK12G,10/26,18.7,18.7,69.8,22.0,1060,0,,6.0,6.0,12.0,2025-03-15,S-494,546,PR1,2425
   6481,AS9107,03/26,2.6,2.6,5.1,3.5,1062,0,,6.0,6.0,12.0,2025-03-15,CH/5541,547,PR1,2425
   6347,SB9251,04/27,15.5,15.5,28.25,18.0,1063,0,,6.0,6.0,12.0,2025-03-15,CH/5541,547,PR1,2425
   6623,GCTB24007,11/26,151.15,151.15,211.6,152.0,1064,0,,6.0,6.0,12.0,2025-03-12,CASH374757,548,PR1,2425
   6625,G35X044,10/26,176.93,176.93,247.7,178.2,1065,0,,6.0,6.0,12.0,2025-03-12,CASH374757,548,PR1,2425
   2436,DMTA2428G,09/27,24.0,24.0,40.0,25.0,1068,0,,6.0,6.0,0.0,2025-03-15,PCM/16312,550,PR1,2425
   6628,V479114,10/26,55.5,55.5,379.0,75.0,1072,0,,6.0,6.0,12.0,2025-03-18,2425CCB13983,552,PR1,2425
   3930,394057,10/25,760.0,760.0,2230.0,775.0,1073,0,,6.0,6.0,0.0,2025-03-18,2425CCB13983,552,PR1,2425
   6629,NTAE24,08/26,38.57,38.57,54.0,39.0,1074,0,,6.0,6.0,12.0,2025-03-18,CASH379580,553,PR1,2425
   6628,V479114,10/26,55.5,55.5,379.0,75.0,1075,0,,6.0,6.0,12.0,2025-03-19,2425CCB14009,554,PR1,2425
   2383,05241726,10/26,210.0,210.0,1314.0,225.0,1076,0,,6.0,6.0,0.0,2025-03-19,PCM/16408,555,PR1,2425
   6457,D140477,08/26,29.0,29.0,448.0,38.39,1078,0,,6.0,6.0,12.0,2025-03-20,CR/4329,557,PR1,2425
   6457,DH40422,08/26,29.5,29.5,448.0,38.39,1079,0,,6.0,6.0,12.0,2025-03-20,CR/4329,557,PR1,2425
   6457,DH40424,08/26,29.5,29.5,448.0,38.39,1080,0,,6.0,6.0,12.0,2025-03-20,CR/4329,557,PR1,2425
   6628,V479114,10/26,55.5,55.5,379.0,75.0,1082,0,,6.0,6.0,12.0,2025-03-20,2425CCB14110,558,PR1,2425
   2989,11030090,05/26,353.0,353.0,2205.4,491.0,1083,0,,6.0,6.0,12.0,2025-03-20,S/523,559,PR1,2425
   6256,M310,07/26,7.0,7.0,65.0,10.5,1104,0,,6.0,6.0,0.0,2025-03-22,CH/5667,571,PR1,2425
   6550,MA24A64,06/25,5.17,5.17,22.5,12.0,1106,0,,6.0,6.0,12.0,2025-03-22,CH/5667,571,PR1,2425
   1111,BC24314C,08/26,535.71,535.71,8448.72,1339.74,1107,0,,6.0,6.0,0.0,2025-03-23,TEMCAD,572,PR1,2425
    561,BPM243777,05/27,49.9,24.95,69.87,49.9,1108,0,,6.0,6.0,0.0,2025-03-24,CASH34753,573,PR1,2425
   6553,24740036,09/26,15.56,15.56,56.5,25.56,1109,0,,6.0,6.0,12.0,2025-03-24,CASH34753,573,PR1,2425
   6633,FOM2450,10/28,13.7,13.7,82.09,24.0,1110,0,,6.0,6.0,12.0,2025-03-24,CASH34753,573,PR1,2425
   6494,0425003,12/27,4.62,4.62,6.16,4.8,1111,0,,6.0,6.0,12.0,2025-03-24,CASH34753,573,PR1,2425
   2001,674I008,08/26,65.0,65.0,675.0,130.0,1115,0,,6.0,6.0,0.0,2025-03-25,NCC/96438,576,PR1,2425
   3837,1240036,07/26,220.0,220.0,2238.0,320.0,1129,0,,2.5,2.5,0.0,2025-03-27,CR/4433,578,PR1,2425
    429,M11512405A,06/26,5700.0,5700.0,8625.0,5815.0,1130,0,,6.0,6.0,0.0,2025-03-27,PORTERDENUB,579,PR1,2425
   6635,GTF3711A,11/27,147.86,147.86,207.0,156.25,1131,0,,6.0,6.0,12.0,2025-03-28,CASH189322,580,PR1,2425
   6583,25DB39Y,01/27,18.5,18.5,69.8,22.0,1132,0,,6.0,6.0,12.0,2025-03-29,S/572,581,PR1,2425
   3556,ALA2402EPA,06/26,550.0,550.0,1600.0,680.0,1134,0,,2.5,2.5,0.0,2025-03-31,D,583,PR1,2425
